"Units","scenario","region","ghg","year","value"
"Tg","T_01_BAU","Global","CO_AWB",2045,32.7145780210373
"Tg","T_01_BAU","Global","CO_AWB",2050,32.2285667625814
"Tg","T_01_BAU","Global","CO_AWB",2055,31.68308567152
"Tg","T_01_BAU","Global","CO_AWB",2060,30.77389239
"Tg","T_01_BAU","Global","CO_AWB",2065,29.7452815055774
"Tg","T_01_BAU","Global","CO_AWB",2070,28.8381186443242
"Tg","T_01_BAU","Global","CO_AWB",2075,28.8340739785974
"Tg","T_01_BAU","Global","CO_AWB",2080,28.9922758645529
"Tg","T_01_BAU","Global","CO_AWB",2085,29.413646421243
"Tg","T_01_BAU","Global","CO_AWB",2090,29.7412096755947
"Tg","T_01_BAU","Global","CO_AWB",2095,29.9716520014094
"Tg","T_01_BAU","Global","CO_AWB",2100,30.0663761619316
"Tg","T_01_BAU","Global","H2",1990,6.440126363
"Tg","T_01_BAU","Global","H2",2005,6.64146722618301
"Tg","T_01_BAU","Global","H2",2010,7.32225293361446
"Tg","T_01_BAU","Global","H2",2015,8.04000976028735
"Tg","T_01_BAU","Global","H2",2020,6.6328870434217
"Tg","T_01_BAU","Global","H2",2025,6.57326014528863
"Tg","T_01_BAU","Global","H2",2030,6.46760184611702
"Tg","T_01_BAU","Global","H2",2035,6.45104955882255
"Tg","T_01_BAU","Global","H2",2040,6.42476718738147
"Tg","T_01_BAU","Global","H2",2045,6.365790044
"Tg","T_01_BAU","Global","H2",2050,6.26830623053916
"Tg","T_01_BAU","Global","H2",2055,6.282022472
"Tg","T_01_BAU","Global","H2",2060,6.1085829796207
"Tg","T_01_BAU","Global","H2",2065,5.99554502430525
"Tg","T_01_BAU","Global","H2",2070,5.87683744966678
"Tg","T_01_BAU","Global","H2",2075,5.78406117951508
"Tg","T_01_BAU","Global","H2",2080,5.71928377149685
"Tg","T_01_BAU","Global","H2",2085,5.6620988546698
"Tg","T_01_BAU","Global","H2",2090,5.63413889703681
"Tg","T_01_BAU","Global","H2",2095,5.62269011465728
"Tg","T_01_BAU","Global","H2",2100,5.61532249323723
"Tg","T_01_BAU","Global","H2_AWB",1990,0.651734609840046
"Tg","T_01_BAU","Global","H2_AWB",2005,0.663037488
"Tg","T_01_BAU","Global","H2_AWB",2010,0.77392416982269
"Tg","T_01_BAU","Global","H2_AWB",2015,0.883326392718753
"Tg","T_01_BAU","Global","H2_AWB",2020,0.883937622214523
"Tg","T_01_BAU","Global","H2_AWB",2025,0.821589823423198
"Tg","T_01_BAU","Global","H2_AWB",2030,0.7691993252955
"Tg","T_01_BAU","Global","H2_AWB",2035,0.741636577439071
"Tg","T_01_BAU","Global","H2_AWB",2040,0.730770869194758
"Tg","T_01_BAU","Global","H2_AWB",2045,0.725248358396835
"Tg","T_01_BAU","Global","H2_AWB",2050,0.715051885273699
"Tg","T_01_BAU","Global","H2_AWB",2055,0.703715425601728
"Tg","T_01_BAU","Global","H2_AWB",2060,0.684982539217568
"Tg","T_01_BAU","Global","H2_AWB",2065,0.664108648
"Tg","T_01_BAU","Global","H2_AWB",2070,0.645762397234916
"Tg","T_01_BAU","Global","H2_AWB",2075,0.646113838175516
"Tg","T_01_BAU","Global","H2_AWB",2080,0.649673862871255
"Tg","T_01_BAU","Global","H2_AWB",2085,0.658437129975505
"Tg","T_01_BAU","Global","H2_AWB",2090,0.665174146742864
"Tg","T_01_BAU","Global","H2_AWB",2095,0.669784041079375
"Tg","T_01_BAU","Global","H2_AWB",2100,0.671424260843696
"Gg","T_01_BAU","Global","HFC125",1990,0
"Gg","T_01_BAU","Global","HFC125",2005,13.47367363
"Gg","T_01_BAU","Global","HFC125",2010,25.7549015
"Gg","T_01_BAU","Global","HFC125",2015,40.5098644
"Gg","T_01_BAU","Global","HFC125",2020,67.0904402
"Gg","T_01_BAU","Global","HFC125",2025,92.799842
"Gg","T_01_BAU","Global","HFC125",2030,122.1125808
"Gg","T_01_BAU","Global","HFC125",2035,135.0333853
"Gg","T_01_BAU","Global","HFC125",2040,147.6968491
"Gg","T_01_BAU","Global","HFC125",2045,159.098667
"Gg","T_01_BAU","Global","HFC125",2050,171.5947077
"Gg","T_01_BAU","Global","HFC125",2055,183.5679952
"Gg","T_01_BAU","Global","HFC125",2060,195.0649516
"Gg","T_01_BAU","Global","HFC125",2065,205.3501956
"Gg","T_01_BAU","Global","HFC125",2070,213.9079368
"Gg","T_01_BAU","Global","HFC125",2075,219.9237624
"Gg","T_01_BAU","Global","HFC125",2080,222.2636958
"Gg","T_01_BAU","Global","HFC125",2085,220.4178678
"Gg","T_01_BAU","Global","HFC125",2090,213.2732595
"Gg","T_01_BAU","Global","HFC125",2095,199.7077878
"Gg","T_01_BAU","Global","HFC125",2100,180.0926828
"Gg","T_01_BAU","Global","HFC134a",1990,0.00545705
"Gg","T_01_BAU","Global","HFC134a",2005,126.77895955
"Gg","T_01_BAU","Global","HFC134a",2010,177.3260057
"Gg","T_01_BAU","Global","HFC134a",2015,239.09103555
"Gg","T_01_BAU","Global","HFC134a",2020,250.37875212
"Gg","T_01_BAU","Global","HFC134a",2025,287.35378421
"Gg","T_01_BAU","Global","HFC134a",2030,316.9064141
"Gg","T_01_BAU","Global","HFC134a",2035,339.31989478
"Gg","T_01_BAU","Global","HFC134a",2040,363.81415226
"Gg","T_01_BAU","Global","HFC134a",2045,387.16053252
"Gg","T_01_BAU","Global","HFC134a",2050,418.2310431
"Gg","T_01_BAU","Global","HFC134a",2055,450.3675333
"Gg","T_01_BAU","Global","HFC134a",2060,484.2999806
"Gg","T_01_BAU","Global","HFC134a",2065,518.24308804
"Gg","T_01_BAU","Global","HFC134a",2070,550.6083896
"Gg","T_01_BAU","Global","HFC134a",2075,578.7889113
"Gg","T_01_BAU","Global","HFC134a",2080,598.5615366
"Gg","T_01_BAU","Global","HFC134a",2085,606.88973995
"Gg","T_01_BAU","Global","HFC134a",2090,598.8262906
"Gg","T_01_BAU","Global","HFC134a",2095,569.1750954
"Gg","T_01_BAU","Global","HFC134a",2100,517.0167962
"Gg","T_01_BAU","Global","HFC143a",1990,0
"Gg","T_01_BAU","Global","HFC143a",2005,16.57670211
"Gg","T_01_BAU","Global","HFC143a",2010,28.0428935
"Gg","T_01_BAU","Global","HFC143a",2015,44.1397092
"Gg","T_01_BAU","Global","HFC143a",2020,72.9374757
"Gg","T_01_BAU","Global","HFC143a",2025,100.7581023
"Gg","T_01_BAU","Global","HFC143a",2030,132.4789731
"Gg","T_01_BAU","Global","HFC143a",2035,146.5410655
"Gg","T_01_BAU","Global","HFC143a",2040,160.3379967
"Gg","T_01_BAU","Global","HFC143a",2045,172.7893491
"Gg","T_01_BAU","Global","HFC143a",2050,186.4592095
"Gg","T_01_BAU","Global","HFC143a",2055,199.594162
"Gg","T_01_BAU","Global","HFC143a",2060,212.2500999
"Gg","T_01_BAU","Global","HFC143a",2065,223.6248777
"Gg","T_01_BAU","Global","HFC143a",2070,233.1505723
"Gg","T_01_BAU","Global","HFC143a",2075,239.9287765
"Gg","T_01_BAU","Global","HFC143a",2080,242.7014659
"Gg","T_01_BAU","Global","HFC143a",2085,240.8883819
"Gg","T_01_BAU","Global","HFC143a",2090,233.2436821
"Gg","T_01_BAU","Global","HFC143a",2095,218.5105689
"Gg","T_01_BAU","Global","HFC143a",2100,197.0762169
"Gg","T_01_BAU","Global","HFC152a",1990,7.50863e-05
"Gg","T_01_BAU","Global","HFC152a",2005,26.4547736
"Gg","T_01_BAU","Global","HFC152a",2010,50.322577
"Gg","T_01_BAU","Global","HFC152a",2015,60.9573218
"Gg","T_01_BAU","Global","HFC152a",2020,33.9841458
"Gg","T_01_BAU","Global","HFC152a",2025,32.7977295
"Gg","T_01_BAU","Global","HFC152a",2030,27.570367
"Gg","T_01_BAU","Global","HFC152a",2035,26.4701046
"Gg","T_01_BAU","Global","HFC152a",2040,25.6022915
"Gg","T_01_BAU","Global","HFC152a",2045,25.918286
"Gg","T_01_BAU","Global","HFC152a",2050,26.1513576
"Gg","T_01_BAU","Global","HFC152a",2055,26.3088866
"Gg","T_01_BAU","Global","HFC152a",2060,26.3996105
"Gg","T_01_BAU","Global","HFC152a",2065,26.4143108
"Gg","T_01_BAU","Global","HFC152a",2070,26.3647021
"Gg","T_01_BAU","Global","HFC152a",2075,26.2541694
"Gg","T_01_BAU","Global","HFC152a",2080,26.0835446
"Gg","T_01_BAU","Global","HFC152a",2085,25.8592153
"Gg","T_01_BAU","Global","HFC152a",2090,25.5888788
"Gg","T_01_BAU","Global","HFC152a",2095,25.2786918
"Gg","T_01_BAU","Global","HFC152a",2100,24.9264077
"Gg","T_01_BAU","Global","HFC227ea",1990,0
"Gg","T_01_BAU","Global","HFC227ea",2005,2.12818461
"Gg","T_01_BAU","Global","HFC227ea",2010,3.69184178
"Gg","T_01_BAU","Global","HFC227ea",2015,6.0050415
"Gg","T_01_BAU","Global","HFC227ea",2020,3.54607032
"Gg","T_01_BAU","Global","HFC227ea",2025,3.63121088
"Gg","T_01_BAU","Global","HFC227ea",2030,4.2194739
"Gg","T_01_BAU","Global","HFC227ea",2035,4.25124322
"Gg","T_01_BAU","Global","HFC227ea",2040,4.2923508
"Gg","T_01_BAU","Global","HFC227ea",2045,4.35004966
"Gg","T_01_BAU","Global","HFC227ea",2050,4.41459195
"Gg","T_01_BAU","Global","HFC227ea",2055,4.46612909
"Gg","T_01_BAU","Global","HFC227ea",2060,4.50475195
"Gg","T_01_BAU","Global","HFC227ea",2065,4.52720791
"Gg","T_01_BAU","Global","HFC227ea",2070,4.53529314
"Gg","T_01_BAU","Global","HFC227ea",2075,4.53039313
